2, .00000800000000000000
3, .00001540000000000000
4, .00000600000000000000
5, .00001470000000000000
6, .00002890000000000000
7, .00003550000000000000
8, .00004610000000000000
9, .00004310000000000000
10, .00005270000000000000
11, .00005410000000000000
12, .00007520000000000000
13, .00007690000000000000
14, .00006810000000000000
15, .00009250000000000000
16, .00009190000000000000
17, .00009290000000000000
18, .00012550000000000000
19, .00015510000000000000
20, .00015010000000000000
21, .00018770000000000000
22, .00020880000000000000
23, .00020760000000000000
24, .00026610000000000000
25, .00028380000000000000
26, .00030040000000000000
27, .00029010000000000000
28, .00034670000000000000
29, .00034580000000000000
30, .00073400000000000000
31, .00074140000000000000
32, .00206870000000000000
33, .00087350000000000000
34, .00018690000000000000
35, .00618020000000000000
36, .01095520000000000000
