2, .00000082000000000000
3, .00000320000000000000
4, .00000272000000000000
5, .00000538000000000000
6, .00000646000000000000
7, .00000272000000000000
8, .00000554000000000000
9, .00000744000000000000
10, .00001158000000000000
11, .00001044000000000000
12, .00001098000000000000
13, .00001412000000000000
14, .00001352000000000000
15, .00001830000000000000
16, .00001288000000000000
17, .00002136000000000000
18, .00000988000000000000
19, .00002432000000000000
20, .00003640000000000000
21, .00003538000000000000
22, .00003638000000000000
23, .00002102000000000000
24, .00005198000000000000
25, .00004396000000000000
